neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating,bedrooms,beds,bath
Rogers Park,42.01294,-87.6721,Private room,93,4,36,0.69,2,196,16,4.89,1,2,1
Near South Side,41.85988,-87.62585,Entire home/apt,99,32,41,0.79,4,0,0,4.90,1,3,1
Irving Park,41.95481,-87.69889,Entire home/apt,120,32,48,0.97,2,219,2,4.85,3,3,2
South Shore,41.76087,-87.58783,Private room,26,1,42,0.84,8,313,5,4.76,1,1,1
Lincoln Park,41.91415,-87.63639,Entire home/apt,189,32,7,0.15,4,316,2,4.86,1,1,1
Rogers Park,42.0179,-87.67443,Entire home/apt,267,2,24,0.48,3,147,5,4.92,2,2,2
Lincoln Park,41.91268,-87.63575,Entire home/apt,189,32,14,0.27,4,291,5,4.86,1,1,1
Douglas,41.84432,-87.62606,Private room,109,2,5,0.1,2,0,0,4.40,2,4,2
Lake View,41.94385,-87.6497,Private room,167,7,69,1.27,2,27,11,4.86,1,1,1
Irving Park,41.96291,-87.735344,Private room,125,1,2,0.04,10,89,0,0,1,2,1.5
Uptown,41.97366387151171,-87.66517944693676,Entire home/apt,147,2,245,4.75,29,322,61,4.77,1,2,1
Lower West Side,41.85555,-87.67277,Entire home/apt,78,2,54,1.23,1,95,19,4.85,1,1,1
Humboldt Park,41.90762,-87.71031,Entire home/apt,55,32,28,0.56,3,166,1,4.43,2,2,1
Near West Side,41.87786,-87.67936,Entire home/apt,121,1,147,2.95,4,325,35,4.72,3,3,2
Near West Side,41.88634,-87.6482,Entire home/apt,225,90,0,,74,317,0,0,2,2,2
Near West Side,41.88115,-87.68796,Entire home/apt,108,32,68,1.35,2,156,6,4.72,2,2,1
South Shore,41.76437,-87.57332,Shared room,27,1,35,0.71,8,333,20,4.40,1,1,1
Calumet Heights,41.72778,-87.57738,Private room,44,2,20,0.38,23,33,14,4.75,1,1,3
Austin,41.88274,-87.76554,Private room,73,3,36,0.7,6,365,11,4.92,1,1,3
West Town,41.9006,-87.69838,Entire home/apt,196,2,75,1.4,2,136,11,4.83,3,4,1
Edgewater,41.9795,-87.66898,Entire home/apt,172,2,96,1.91,1,16,24,4.98,1,2,1
Near North Side,41.89862,-87.62138,Entire home/apt,150,32,2,0.16,33,311,2,0,1,1,1
Rogers Park,42.01288,-87.67219,Private room,94,3,70,1.31,2,208,11,4.97,1,1,1
Lake View,41.95516,-87.6688,Entire home/apt,492,2,64,1.29,15,120,23,4.38,4,9,2
Lake View,41.94436,-87.65458,Entire home/apt,64,32,7,0.14,1,0,0,4.25,2,2,1
Austin,41.88246,-87.76522,Private room,50,3,41,0.81,6,341,13,4.80,1,1,3
Lincoln Park,41.92899,-87.65866,Entire home/apt,231,1,189,3.63,9,99,44,4.74,2,3,1
Loop,41.88487,-87.62511,Entire home/apt,94,32,60,1.17,1,0,0,4.82,2,4,2
Uptown,41.96326,-87.66497,Entire home/apt,165,7,5,0.28,2,16,3,5.0,1,1,1
Near West Side,41.88581,-87.65114,Entire home/apt,550,2,139,2.7,23,255,41,4.82,3,7,2
Near North Side,41.9003,-87.62172,Private room,168,2,157,3.05,12,154,38,4.94,1,1,1
Logan Square,41.92756,-87.69046,Entire home/apt,128,3,128,2.57,3,133,29,4.91,2,3,1
Lincoln Park,41.93253,-87.65573,Entire home/apt,821,2,99,1.92,1,316,21,4.94,3,4,3
Washington Park,41.78525,-87.61666,Entire home/apt,18,32,23,0.46,3,0,0,4.96,2,3,2
Chatham,41.74915,-87.61742,Entire home/apt,117,3,57,1.15,1,327,16,4.93,2,2,1
Near North Side,41.89627,-87.62597,Entire home/apt,98,32,3,0.07,19,13,1,5.0,1,1,1
Rogers Park,42.00020605094575,-87.66888443380594,Entire home/apt,140,32,0,,3,136,0,0,2,2,2
Grand Boulevard,41.81685,-87.61667,Entire home/apt,208,3,38,0.77,1,156,10,4.82,3,3,2
Near North Side,41.89053,-87.63745,Entire home/apt,170,60,1,0.02,74,348,0,0,7,1,1
Near West Side,41.88265,-87.64358,Entire home/apt,253,32,70,1.39,5,95,1,4.73,0,2,1
Armour Square,41.84987,-87.63486,Entire home/apt,293,2,142,2.67,1,73,40,4.81,4,5,2
Avondale,41.94085,-87.71697,Entire home/apt,192,2,59,2.72,6,302,22,4.81,2,2,1
Hegewisch,41.65462,-87.54937,Entire home/apt,101,2,137,2.66,1,211,32,4.91,2,2,1
Humboldt Park,41.90143,-87.71667,Entire home/apt,149,2,13,0.29,2,346,3,4.75,2,2,1
Near North Side,41.8923,-87.62734,Hotel room,159,1,23,0.44,23,365,6,4.61,1,1,1
Lake View,41.94005,-87.64644,Entire home/apt,257,3,75,1.51,1,29,16,4.99,2,3,1
West Town,41.90939,-87.69293,Entire home/apt,91,21,3,0.07,1,156,0,5.0,2,2,1
Humboldt Park,41.88864,-87.72008,Private room,69,1,100,1.99,4,195,0,4.55,1,2,2
Logan Square,41.92192,-87.68306,Entire home/apt,100,32,18,0.36,1,168,2,4.39,2,3,1
Near North Side,41.90018,-87.62185,Entire home/apt,285,2,111,2.14,12,60,36,4.90,2,2,2
Near North Side,41.89937,-87.62111,Entire home/apt,557,2,213,4.1,12,88,40,4.87,2,3,2
Woodlawn,41.78379,-87.59842,Entire home/apt,133,1,136,2.6,1,108,24,4.82,3,4,1
Ohare,41.97614,-87.84523,Entire home/apt,70,14,12,0.25,1,91,0,4.92,1,1,2
North Center,41.952763,-87.686211,Entire home/apt,254,2,61,1.23,1,54,14,5.0,4,4,1.5
Avondale,41.9332,-87.70901,Entire home/apt,210,4,55,2.12,1,75,45,5.0,2,3,1
Logan Square,41.9292,-87.69591,Entire home/apt,115,2,100,2.02,1,1,38,4.96,1,2,1
Near West Side,41.88202,-87.6835,Private room,100,32,0,,2,318,0,0,1,1,1
Archer Heights,41.81278,-87.72698,Entire home/apt,40,32,41,0.79,2,0,0,4.83,1,1,1
Edgewater,41.98351,-87.66751,Entire home/apt,203,3,102,1.9,1,84,37,4.97,3,3,1
Lake View,41.95385,-87.66694,Entire home/apt,343,1,227,4.41,6,318,48,4.83,4,4,1
Austin,41.88424,-87.76742,Private room,71,3,23,0.46,6,349,5,4.70,1,1,3
Lake View,41.93859558097613,-87.65235719397657,Entire home/apt,154,1,158,3.47,51,345,24,4.57,0,1,1
Lake View,41.95361,-87.66546,Entire home/apt,358,1,190,3.71,6,309,52,4.80,3,4,2
Avondale,41.93272,-87.72247,Entire home/apt,121,1,86,1.78,2,70,11,4.63,1,1,1
Lake View,41.94083,-87.65225,Entire home/apt,154,1,139,2.98,51,330,36,4.56,0,1,1
Near North Side,41.89137611511568,-87.62026858088534,Entire home/apt,250,32,5,0.19,13,293,1,4.60,1,1,1
Near West Side,41.86573,-87.65609,Private room,78,2,144,2.8,4,290,39,4.81,1,1,1
Brighton Park,41.81979,-87.70315,Entire home/apt,119,2,67,1.27,2,0,15,4.63,2,2,1
West Town,41.91136,-87.66981,Entire home/apt,56,1,30,0.57,16,0,2,4.80,3,4,1
South Shore,41.7649,-87.56884,Private room,47,30,12,0.29,4,138,5,4.92,1,2,2.5
Uptown,41.97226,-87.66441,Entire home/apt,135,2,381,7.23,2,195,69,4.83,1,2,1
Near North Side,41.90074,-87.62465,Entire home/apt,261,2,31,0.68,5,267,22,4.94,1,1,1.5
Lincoln Park,41.92147,-87.65427,Entire home/apt,261,2,86,1.8,2,23,4,4.97,2,2,1
New City,41.79921,-87.64459,Entire home/apt,150,30,28,0.59,26,354,0,4.39,4,6,1
Near North Side,41.89759,-87.62277,Entire home/apt,157,28,19,0.4,74,317,10,4.89,1,1,1
Lincoln Square,41.96876,-87.70035,Entire home/apt,150,1,35,0.7,1,0,9,4.97,2,3,1
Near North Side,41.89843,-87.62186,Entire home/apt,150,32,0,,74,323,0,0,7,1,1
Near North Side,41.89936,-87.61977,Entire home/apt,1142,2,47,0.95,12,86,12,4.89,4,6,4
Mckinley Park,41.82624,-87.66837,Entire home/apt,2000,32,9,0.18,1,180,0,4.67,3,3,1
Lincoln Park,41.91376,-87.63784,Entire home/apt,135,32,32,0.64,7,174,1,4.63,1,1,1
Irving Park,41.95457,-87.72258,Entire home/apt,221,4,90,2.76,2,329,52,4.99,3,3,1
West Town,41.9099,-87.66682,Entire home/apt,253,3,152,3.04,2,109,46,4.95,3,4,2
Near West Side,41.88774240388118,-87.64545128624319,Entire home/apt,947,2,85,1.68,46,323,30,4.91,3,3,2.5
West Town,41.90176,-87.67139,Entire home/apt,145,3,84,1.81,2,249,32,4.94,0,1,1
Near North Side,41.89884,-87.62117,Entire home/apt,574,2,203,3.93,12,88,37,4.89,2,3,2
Hyde Park,41.789,-87.58865,Entire home/apt,240,1,12,0.25,2,304,5,4.92,1,1,1
Armour Square,41.85295,-87.63725,Private room,72,1,117,2.27,4,304,41,4.89,1,1,3
Ohare,41.97309,-87.84193,Entire home/apt,250,32,40,0.8,1,365,0,4.37,2,3,1.5
New City,41.79442,-87.66167,Private room,27,32,18,0.36,6,136,1,4.94,1,1,1
Logan Square,41.92142,-87.702,Entire home/apt,207,32,114,2.37,3,258,10,4.84,3,4,1.5
Near North Side,41.90967,-87.64036,Entire home/apt,386,32,18,0.35,1,0,0,4.89,4,5,1
Greater Grand Crossing,41.76678,-87.63288,Shared room,105,2,8,0.17,3,363,1,4.50,1,10,1.5
Near South Side,41.84814,-87.61885,Entire home/apt,199,32,1,0.34,2,364,1,0,2,2,2
Logan Square,41.92727,-87.69462,Entire home/apt,85,32,30,0.58,1,0,0,4.86,2,2,1
West Town,41.89739,-87.67186,Entire home/apt,220,2,55,1.1,1,137,11,4.85,1,1,1
Near West Side,41.87241,-87.68399,Private room,33,32,0,,2,14,0,0,1,1,1
Norwood Park,41.98295,-87.8196,Private room,41,7,39,0.79,5,281,7,4.77,1,3,1
Near North Side,41.8923,-87.627335,Hotel room,159,1,11,0.23,23,365,5,4.45,1,1,1
Edgewater,41.99565,-87.66217,Entire home/apt,172,2,149,3.0,1,110,42,4.97,1,1,1
Douglas,41.83125,-87.62037,Entire home/apt,151,1,172,3.35,2,308,46,4.76,2,2,2
West Town,41.88936,-87.64777,Entire home/apt,170,90,1,0.02,74,350,0,0,1,1,1
Near West Side,41.88762,-87.64605,Entire home/apt,162,90,0,,74,337,0,0,1,1,1
Near West Side,41.87202,-87.68713,Entire home/apt,189,32,34,0.69,12,0,0,4.68,3,4,1
Near North Side,41.892509,-87.616173,Hotel room,46,1,514,10.34,23,364,122,4.59,1,1,1
Mckinley Park,41.83101,-87.6681,Entire home/apt,99,2,71,1.38,2,0,3,4.73,2,2,1
Near West Side,41.88541,-87.65137,Entire home/apt,688,2,176,3.47,23,261,45,4.89,3,7,2
Logan Square,41.91918,-87.70321,Entire home/apt,152,2,95,1.91,1,8,19,4.96,1,1,1
Grand Boulevard,41.8201,-87.61579,Entire home/apt,780,2,19,0.38,2,88,0,4.84,2,2,1
Bridgeport,41.83326,-87.65196,Entire home/apt,79,30,68,1.42,1,75,0,4.84,2,3,1
Lincoln Park,41.9152,-87.65341,Entire home/apt,163,32,20,0.5,1,0,0,4.65,2,3,2
Near West Side,41.88712,-87.65089,Entire home/apt,1279,2,57,1.13,23,235,16,4.86,6,10,4
Irving Park,41.96038,-87.70027,Entire home/apt,60,3,6,0.14,1,0,0,4.83,2,2,1
Grand Boulevard,41.81374,-87.61497,Entire home/apt,352,2,25,0.53,2,269,7,4.64,2,5,1.5
Near West Side,41.87229,-87.68527,Entire home/apt,264,32,18,0.38,3,0,0,4.94,2,2,1
West Garfield Park,41.87605,-87.72218,Private room,39,32,9,0.19,5,67,2,4.33,1,1,1
Near North Side,41.89848,-87.62176,Entire home/apt,140,32,0,,74,348,0,0,7,1,1
West Town,41.905739,-87.674858,Entire home/apt,363,2,53,1.15,2,354,21,4.91,2,4,2
Near North Side,41.88914,-87.6354,Entire home/apt,185,32,0,,33,322,0,0,1,1,1
Kenwood,41.81472,-87.59928,Entire home/apt,150,32,23,0.46,1,178,0,4.73,3,1,3
Mckinley Park,41.82332,-87.67019,Entire home/apt,103,1,225,4.61,1,109,56,4.84,2,3,1
Logan Square,41.92438,-87.69695,Entire home/apt,250,32,0,,74,353,0,0,2,2,2
West Town,41.89348,-87.65212,Private room,68,32,7,0.14,1,122,1,5.0,1,1,1.5
Lower West Side,41.85558,-87.66415,Entire home/apt,111,2,121,2.52,4,3,25,4.72,2,2,1
Avondale,41.93558,-87.69736,Entire home/apt,89,32,51,1.05,1,335,11,4.90,1,1,1
Near North Side,41.89862,-87.62138,Entire home/apt,150,32,3,0.06,33,311,0,5.0,1,1,1
Near North Side,41.89216,-87.62972,Entire home/apt,240,32,0,,2,0,0,0,1,2,1
Near North Side,41.89762,-87.62096,Entire home/apt,120,32,0,,7,347,0,0,0,1,1
Lower West Side,41.85577,-87.65829,Entire home/apt,109,2,191,4.04,1,77,60,4.88,2,2,1
Grand Boulevard,41.81175,-87.61143,Entire home/apt,159,32,6,0.13,1,365,0,4.67,1,1,1
Humboldt Park,41.91307,-87.7042,Entire home/apt,156,1,111,2.23,1,73,19,4.78,1,1,1
Lincoln Square,41.97219,-87.69762,Entire home/apt,109,2,158,3.24,1,38,38,4.94,0,0,1.5
West Town,41.8918,-87.65013,Entire home/apt,188,32,7,0.15,2,0,0,4.43,1,2,1
Edgewater,41.98633,-87.67256,Private room,45,32,32,0.67,9,117,1,4.38,1,1,1
Portage Park,41.962604,-87.77551,Entire home/apt,68,1,152,3.16,1,346,33,4.85,1,1,1
Lake View,41.94484,-87.65049,Entire home/apt,200,1,1,0.02,1,0,0,0,3,3,1
Uptown,41.96595,-87.67233,Private room,90,32,1,0.02,1,0,0,0,1,1,1
Near North Side,41.89846,-87.621681,Entire home/apt,173,32,5,0.1,74,322,1,4.60,1,1,1.5
Loop,41.86938,-87.6233,Private room,210,1,279,6.42,5,358,163,4.35,1,1,1
Loop,41.87066,-87.62457,Private room,210,1,455,10.65,5,361,266,4.37,1,2,1
Near North Side,41.89862,-87.62173,Entire home/apt,160,32,5,0.23,74,348,3,5.0,1,1,1
Woodlawn,41.78313,-87.60748,Private room,50,32,8,0.25,16,354,4,4.88,1,1,1
Norwood Park,41.99036,-87.78878,Entire home/apt,78,1,223,4.59,1,125,51,4.77,1,1,1
Near North Side,41.90638,-87.62817,Entire home/apt,500,1,14,0.29,1,0,0,4.86,2,2,1
Uptown,41.97562,-87.66286,Entire home/apt,150,2,122,2.51,4,127,47,4.87,1,2,1
Lake View,41.93735,-87.65652,Entire home/apt,115,32,42,0.87,12,127,2,4.74,1,2,1
Near West Side,41.878445,-87.680006,Entire home/apt,325,1,134,2.78,2,318,24,4.77,5,5,3.5
Edgewater,41.99068,-87.65727,Private room,100,32,0,,1,83,0,0,1,1,1.5
West Town,41.911611,-87.686395,Entire home/apt,167,1,94,1.97,1,326,40,4.83,3,4,1.5
North Park,41.9841,-87.71603,Entire home/apt,191,2,6,0.12,3,274,3,5.0,1,1,2
Avondale,41.93682,-87.72368,Entire home/apt,205,3,41,0.86,4,305,15,4.95,3,3,1
Avondale,41.93654,-87.72386,Entire home/apt,176,3,35,0.73,1,353,13,4.74,0,1,1
Rogers Park,42.00533,-87.66291,Entire home/apt,109,2,143,2.99,1,290,32,4.93,1,2,1
Avondale,41.93214,-87.71007,Entire home/apt,107,32,32,0.66,1,0,0,4.91,2,3,1
North Park,41.98242,-87.71792,Private room,226,2,13,0.26,3,284,0,4.92,0,1,1
Uptown,41.9662,-87.66489,Entire home/apt,239,2,159,3.37,1,325,43,4.95,3,4,1
North Park,41.982,-87.71611,Entire home/apt,264,2,91,3.75,3,273,63,4.97,2,2,2
Near North Side,41.8977,-87.62222,Entire home/apt,150,28,11,0.24,74,348,5,4.82,1,1,1
Rogers Park,42.00121,-87.67118,Entire home/apt,85,32,35,0.73,2,43,2,4.74,2,3,1
Near North Side,41.892509,-87.616173,Hotel room,49,1,150,3.08,23,365,43,4.63,1,1,1
Logan Square,41.92017,-87.69941,Entire home/apt,300,1,18,0.38,1,0,0,5.0,2,2,1.5
Hyde Park,41.80029285440075,-87.58303306125126,Entire home/apt,172,1,115,2.45,51,320,23,4.40,2,2,1
East Garfield Park,41.87779,-87.72052,Private room,35,32,5,0.11,5,309,0,4.60,1,1,1
Near North Side,41.8923,-87.627335,Hotel room,49,1,65,1.32,23,365,10,4.49,1,1,1
Logan Square,41.92059,-87.68677,Entire home/apt,207,2,8,0.17,2,180,4,4.43,1,2,1
Humboldt Park,41.90413,-87.70981,Entire home/apt,534,3,112,2.36,4,82,25,4.88,3,6,2
Loop,41.88306,-87.62577,Entire home/apt,372,3,140,2.94,1,174,47,4.89,2,6,2
Woodlawn,41.78146,-87.6052,Entire home/apt,101,32,137,2.9,1,344,2,4.80,2,2,1
Grand Boulevard,41.82025,-87.61218,Entire home/apt,160,2,104,2.13,2,52,30,4.95,2,2,1
Near North Side,41.8923,-87.627335,Hotel room,49,1,29,0.62,23,365,7,4.31,1,1,1
West Town,41.89655,-87.67693,Entire home/apt,214,4,76,1.61,1,116,26,4.88,2,2,1
Edgewater,41.9921,-87.66001,Entire home/apt,271,2,66,1.54,1,244,22,4.92,2,4,1
Near North Side,41.898904,-87.62797,Entire home/apt,146,32,0,,655,311,0,0,1,1,1
Near North Side,41.898904,-87.62797,Entire home/apt,168,32,0,,655,121,0,0,1,1,1
Edgewater,41.98725,-87.66176,Private room,60,2,146,3.06,2,103,41,4.92,1,1,1.5
Irving Park,41.96135,-87.73472,Entire home/apt,177,2,60,1.3,5,124,23,4.97,2,2,1
Kenwood,41.80695,-87.60489,Entire home/apt,100,32,14,0.31,1,0,0,4.71,1,2,1
Logan Square,41.92248,-87.717282,Entire home/apt,91,1,98,2.06,2,284,8,4.78,2,3,1
Lower West Side,41.85601,-87.67138,Entire home/apt,120,30,5,0.13,2,128,1,4.20,2,2,1
Edgewater,41.99562,-87.66833,Entire home/apt,388,5,46,0.97,1,157,9,5.0,3,3,1
West Garfield Park,41.878,-87.72118,Private room,34,32,3,0.09,5,305,2,4.67,1,1,2
Logan Square,41.918963,-87.708272,Entire home/apt,75,1,130,2.64,1,340,37,4.70,2,2,1
Lincoln Park,41.914627,-87.636131,Entire home/apt,164,4,75,1.57,1,137,24,4.74,0,1,1
South Lawndale,41.84721,-87.69704,Entire home/apt,88,1,147,3.11,1,206,45,4.85,2,2,1
Woodlawn,41.783544,-87.613592,Private room,50,2,16,0.32,4,320,3,4.94,1,1,1
Grand Boulevard,41.8236,-87.61469,Entire home/apt,111,2,34,2.69,2,166,32,4.94,1,2,1
Near North Side,41.89025,-87.63013,Private room,121,1,279,5.74,8,261,76,4.86,1,2,1
Bridgeport,41.83016,-87.64557,Entire home/apt,366,32,0,,2,0,0,0,5,5,1.5
Near West Side,41.87003,-87.68831,Entire home/apt,141,1,102,2.1,3,333,39,4.82,3,3,3
South Lawndale,41.84834,-87.70357,Entire home/apt,116,3,92,1.93,1,150,23,4.67,2,2,1
Lincoln Park,41.92387,-87.64005,Entire home/apt,352,2,167,3.54,3,98,58,4.98,2,3,2
Near South Side,41.86492479999999,-87.6246539,Entire home/apt,256,32,0,,655,251,0,0,1,1,1
Woodlawn,41.78406,-87.60749,Private room,47,32,14,0.31,16,269,3,4.86,1,1,1
Pullman,41.6882,-87.60491,Entire home/apt,120,2,89,1.93,2,331,27,4.85,2,2,1
Near West Side,41.88632,-87.65106,Entire home/apt,694,2,148,3.19,23,264,44,4.86,2,7,2
Near West Side,41.88575,-87.65134,Entire home/apt,580,2,138,2.97,23,256,41,4.75,3,7,2
East Garfield Park,41.87957,-87.69569,Entire home/apt,743,3,49,1.38,9,192,21,4.92,6,10,4
Avalon Park,41.73818,-87.57839,Entire home/apt,65,32,18,0.37,1,0,0,4.78,2,4,1
Douglas,41.8258,-87.61993,Entire home/apt,117,1,133,2.7,1,83,18,4.95,1,2,1
Logan Square,41.92354,-87.70219,Entire home/apt,232,3,169,3.5,2,253,42,4.86,4,5,2
Lincoln Park,41.91496,-87.64144,Entire home/apt,153,32,50,1.05,12,93,3,4.72,2,2,1
Lower West Side,41.85862,-87.67896,Entire home/apt,127,32,22,0.45,1,0,9,4.86,2,2,1
Loop,41.88556,-87.6257,Entire home/apt,253,32,178,3.67,5,55,17,4.89,0,1,1
Near North Side,41.88762,-87.63342,Entire home/apt,160,60,0,,74,322,0,0,0,1,1
Woodlawn,41.78406,-87.61273,Entire home/apt,104,2,28,2.67,4,297,28,5.0,2,2,1
West Town,41.89816,-87.69413,Private room,50,2,120,2.55,1,60,26,4.92,1,1,1
Near West Side,41.88748,-87.65217,Entire home/apt,1140,2,42,0.91,23,235,13,4.81,5,10,4
Edgewater,41.99283,-87.67034,Private room,35,32,26,0.55,1,61,1,4.50,1,1,1
Calumet Heights,41.73513,-87.58599,Entire home/apt,300,32,2,0.04,2,364,0,0,2,3,1.5
Woodlawn,41.78417,-87.61256,Private room,57,2,7,0.55,4,131,5,5.0,1,1,1
Lincoln Park,41.91237,-87.64121,Entire home/apt,130,1,91,1.88,1,36,42,4.96,2,2,1
Near North Side,41.89862,-87.62138,Entire home/apt,150,32,3,0.07,74,215,1,5.0,7,1,1
Near North Side,41.898904,-87.62797,Entire home/apt,260,32,0,,655,289,0,0,1,1,1
West Town,41.90796,-87.67447,Private room,168,1,14,0.29,1,194,1,5.0,1,1,1.5
Norwood Park,41.99771,-87.79452,Entire home/apt,75,32,22,0.52,1,260,1,4.77,1,2,1
West Town,41.89564,-87.65398,Entire home/apt,2249,1,8,0.16,2,355,3,5.0,4,7,3.5
Near North Side,41.90222,-87.62962,Shared room,125,32,1,0.02,1,0,0,0,1,1,1
West Town,41.91101,-87.67559,Entire home/apt,223,2,67,1.37,1,77,20,4.84,1,1,1
Lincoln Park,41.9239,-87.65603,Entire home/apt,400,32,18,0.38,1,0,0,4.78,3,5,1
Morgan Park,41.69589,-87.66555,Entire home/apt,206,2,84,1.83,2,70,31,4.88,3,3,1.5
Edgewater,41.98799,-87.66175,Entire home/apt,131,32,67,1.41,12,95,24,4.79,1,1,1
Irving Park,41.95132,-87.71942,Entire home/apt,886,2,34,0.82,4,172,7,4.76,7,7,3
Logan Square,41.92319,-87.72209,Entire home/apt,249,2,192,4.07,1,204,35,4.98,3,4,1
North Lawndale,41.86200921924164,-87.7165844910606,Entire home/apt,249,5,0,,2,350,0,New,4,4,1
Irving Park,41.96131,-87.73464,Private room,43,14,6,0.13,5,116,3,5.0,1,1,1
Hyde Park,41.7975,-87.58069,Entire home/apt,109,1,158,3.29,51,311,24,4.59,0,1,1
Near North Side,41.898904,-87.62797,Entire home/apt,320,32,1,0.38,655,256,1,0,2,2,2
Armour Square,41.85349,-87.63398,Entire home/apt,399,2,21,0.44,16,152,13,4.86,4,8,2
Lower West Side,41.85675,-87.68591,Entire home/apt,110,1,242,5.39,6,275,77,4.81,2,3,2
Hyde Park,41.79488,-87.5844,Entire home/apt,97,1,74,1.55,51,208,10,4.50,0,1,1
Armour Square,41.85311,-87.63203,Entire home/apt,399,2,84,1.71,16,201,25,4.90,4,11,2
Near North Side,41.90136,-87.62574,Entire home/apt,675,2,122,2.56,2,271,36,4.77,4,4,4
Hyde Park,41.79835,-87.58301,Entire home/apt,97,1,123,2.58,51,350,14,4.46,0,1,1
Near North Side,41.898904,-87.62797,Entire home/apt,251,32,0,,655,289,0,0,1,1,1
West Town,41.89763,-87.68022,Entire home/apt,250,32,11,0.22,1,0,0,4.82,2,2,1
Lake View,41.95344,-87.67022,Entire home/apt,253,2,95,1.95,1,43,29,4.96,3,5,1
West Town,41.891286,-87.680657,Entire home/apt,165,1,84,1.78,3,311,19,4.80,3,5,1
Hyde Park,41.79405,-87.58579,Entire home/apt,99,1,84,1.75,51,335,16,4.44,1,1,1
Near North Side,41.89846,-87.62186,Entire home/apt,155,32,0,,74,337,0,0,7,1,1
Hyde Park,41.79457,-87.58412,Entire home/apt,99,1,110,2.3,51,352,13,4.48,1,1,1
Near West Side,41.88638,-87.64454,Entire home/apt,264,10,39,0.86,1,323,4,4.95,1,1,1
Near North Side,41.8923,-87.627335,Hotel room,159,1,266,5.52,23,365,41,4.57,1,1,1
West Town,41.89612,-87.66223,Entire home/apt,911,1,7,0.66,6,339,7,5.0,5,7,5
West Garfield Park,41.87745,-87.72262,Private room,42,30,4,0.09,5,90,0,5.0,1,1,1
Kenwood,41.80362,-87.58712,Entire home/apt,129,1,119,2.49,51,313,27,4.47,2,2,1
Near North Side,41.89315,-87.61506,Entire home/apt,95,32,1,0.02,19,0,0,0,1,1,1
Irving Park,41.95911,-87.70584,Entire home/apt,310,2,54,1.1,1,75,3,4.93,3,3,1
Calumet Heights,41.73411,-87.58402,Entire home/apt,103,3,19,0.39,5,360,7,4.58,1,1,1
Logan Square,41.9266,-87.69645,Entire home/apt,182,2,26,3.04,1,311,26,5.0,1,3,1
Near West Side,41.88764572143555,-87.64510345458984,Entire home/apt,174,1,53,1.13,1,322,2,4.87,2,4,2
West Town,41.90465,-87.67233,Entire home/apt,131,1,73,1.48,7,305,35,4.40,0,1,1
Loop,41.88561,-87.61848,Entire home/apt,173,32,1,0.07,16,311,0,0,1,2,1
Near North Side,41.896218,-87.625711,Entire home/apt,140,32,1,0.02,655,265,0,0,1,1,1
Logan Square,41.91904,-87.67433,Entire home/apt,950,4,1,0.02,1,66,0,0,3,3,3.5
Near North Side,41.896218,-87.625711,Entire home/apt,182,32,1,0.1,655,307,1,0,1,1,1
West Town,41.89239,-87.67986,Entire home/apt,75,32,5,0.11,1,0,0,5.0,2,2,2
Near North Side,41.896218,-87.625711,Entire home/apt,182,32,2,0.05,655,129,0,0,1,1,1
West Town,41.90744,-87.6712,Private room,85,32,14,0.3,1,0,0,5.0,2,2,2
Edgewater,41.98612,-87.66991,Entire home/apt,92,2,171,3.47,1,247,40,4.93,1,1,1
Logan Square,41.92363,-87.69585,Entire home/apt,69,2,34,3.63,5,205,34,4.88,1,1,1
Uptown,41.9747,-87.66588,Entire home/apt,158,1,73,1.52,1,316,17,4.58,2,2,1
West Town,41.901,-87.66607,Entire home/apt,105,200,41,0.83,1,0,0,4.80,2,2,1.5
Norwood Park,41.98295,-87.8196,Private room,67,6,14,0.31,5,147,12,4.86,1,1,1
West Ridge,41.98961,-87.69798,Entire home/apt,122,6,52,1.31,1,224,2,4.92,2,2,1
Rogers Park,42.01375,-87.68298,Entire home/apt,215,3,19,0.42,3,31,6,4.79,3,4,2
Bridgeport,41.84289,-87.6387,Entire home/apt,97,32,13,0.29,34,305,5,4.92,2,2,2
Lincoln Square,41.97287,-87.6871,Entire home/apt,120,2,51,1.07,3,318,12,4.63,1,1,1
Logan Square,41.92299,-87.70296,Entire home/apt,137,3,135,2.85,1,275,35,4.96,2,3,1
South Shore,41.76122,-87.58806,Entire home/apt,48,1,26,0.55,8,168,1,4.77,0,2,1
Near West Side,41.87475,-87.68638,Entire home/apt,208,2,78,1.61,1,28,33,4.92,2,2,2
Near North Side,41.89072,-87.63032,Private room,110,1,254,5.38,8,236,76,4.87,1,1,1
Humboldt Park,41.88825,-87.70796,Entire home/apt,147,1,50,1.06,7,166,38,4.32,2,2,1
West Town,41.89499,-87.65478,Entire home/apt,4500,2,0,,24,308,0,0,9,13,6
Near West Side,41.87784,-87.65924,Entire home/apt,218,2,34,2.76,3,132,33,4.85,2,3,2
Near West Side,41.87798,-87.65929,Entire home/apt,218,2,53,1.69,3,124,31,4.98,2,3,2
Near West Side,41.8847,-87.65234,Entire home/apt,556,1,89,1.95,1,143,18,4.79,2,4,1.5
Near North Side,41.89193,-87.63558,Entire home/apt,165,90,0,,74,322,0,0,1,1,1
Near West Side,41.88269,-87.69194,Entire home/apt,122,32,115,2.4,1,326,3,4.92,1,1,1
